;;"I02";"I02";"I02";"I02";"I02";"I02";"I03";"I03";"I03";"I03";"I03";"I04";"I04";"I04";"I04";"I04";"I05";"I05";"I05";"I05";"I05";"I07";"I07";"I07";"I07";"I07";"I08";"I08";"I08";"I08";"I08";"I09";"I09";"I09";"I09";"I09";"I10";"I10";"I10";"I10";"I10";"I11";"I11";"I11";"I11";"I11";"I12";"I12";"I12";"I12";"I12";"I13";"I13";"I13";"I13";"I13";"I14";"I14";"I14";"I14";"I14";"I14";"I16";"I16";"I16";"I16";"I16";"I17";"I17";"I17";"I17";"I17";"I18";"I18";"I18";"I18";"I18";"I19";"I19";"I19";"I19";"I19";"I22";"I22";"I22";"I22";"I22";"I23";"I23";"I23";"I23";"I23";"I24";"I24";"I24";"I24";"I24";"I25";"I25";"I25";"I25";"I25";"I25";"I28";"I28";"I28";"I28";"I28";"I29";"I29";"I29";"I29";"I29";"I30";"I30";"I30";"I30";"I30";"I32";"I32";"I32";"I32";"I32";"I33";"I33";"I33";"I33";"I33";"I36";"I36";"I36";"I36";"I36";"I37";"I37";"I37";"I37";"I37";"I39";"I39";"I39";"I39";"I39";"I40";"I40";"I40";"I40";"I40";"I41";"I41";"I41";"I41";"I41";"I42";"I42";"I42";"I42";"I42";"I43";"I43";"I43";"I43";"I43";"I44";"I44";"I44";"I44";"I44";"I45";"I45";"I45";"I45";"I45";"I48";"I48";"I48";"I49";"I49";"I49";"I49";"I49";"I51";"I51";"I51";"I51";"I51";"I52";"I52";"I52";"I52";"I52"
2021-06-29 00:00:00;2021-06-29 02:00:00;51,4379;5,3582;22,90;29,50;34,10;;51,5107;5,3606;17,91;22,77;27,50;51,4914;5,4392;15,83;20,44;25,62;51,4025;5,3514;24,50;30,17;36,56;51,4569;5,4384;15,24;18,76;23,28;;;19,33;23,23;27,15;51,4423;5,4844;20,66;24,36;28,28;51,3707;5,1565;21,26;26,15;31,20;51,4453;5,4854;18,56;22,87;26,57;51,4414;5,4714;19,21;23,16;27,22;51,4815;5,5199;15,78;19,86;24,00;51,4681;5,3901;19,38;24,18;28,17;;51,3468;5,3888;21,27;25,35;30,59;51,4135;5,4707;19,72;24,56;28,56;51,5696;5,3113;22,15;26,44;31,18;51,4332;5,5198;15,77;19,70;24,32;51,4372;5,4233;16,46;20,88;25,73;51,4585;5,4050;23,00;29,20;33,62;51,4447;5,4788;19,05;23,89;28,01;51,4546;5,3887;23,94;28,55;32,76;;51,4492;5,4569;23,91;28,87;32,87;51,4350;5,4798;20,79;24,11;28,43;51,4375;5,4518;15,48;19,70;24,89;51,4797;5,4751;20,16;22,76;25,65;51,5295;5,4719;22,20;26,93;31,78;51,4389;5,4820;24,22;29,66;33,87;51,4686;5,4724;23,16;28,54;32,84;51,4390;5,4650;23,32;27,23;31,27;51,4527;5,4851;23,86;28,88;33,29;51,4320;5,6272;23,09;28,22;33,99;51,5923;5,7812;21,96;27,64;33,16;51,5304;5,2846;19,58;25,48;31,06;51,3565;5,6358;15,56;17,86;22,90;51,5835;5,5480;17,34;23,90;27,68;22,23;26,61;31,66;51,4736;5,6531;18,18;23,27;27,21;51,4693;5,6349;18,04;22,24;25,99;51,4781;5,6568;17,52;22,68;26,82
2021-06-30 00:00:00;2021-06-30 02:00:00;51,4379;5,3581;6,24;6,97;9,91;;51,5108;5,3606;5,67;6,35;9,49;51,4915;5,4392;3,86;4,56;8,11;51,4025;5,3515;10,25;10,88;14,11;51,4568;5,4383;3,87;4,31;7,37;51,4465;5,4483;4,81;5,49;8,13;51,4423;5,4844;4,70;5,32;8,10;51,3707;5,1565;6,90;7,61;11,17;51,4453;5,4854;4,77;5,35;7,93;51,4414;5,4713;4,10;4,67;7,48;51,4815;5,5199;3,92;4,47;7,48;51,4681;5,3901;4,37;4,93;7,82;;51,3468;5,3888;7,17;7,67;10,83;51,4136;5,4707;4,85;5,40;8,28;51,5696;5,3114;11,49;12,15;15,45;51,4333;5,5198;4,21;4,78;7,95;51,4372;5,4233;4,57;5,15;8,25;51,4584;5,4050;6,23;6,97;9,99;51,4447;5,4788;5,05;5,70;8,55;51,4546;5,3887;4,87;5,57;8,28;;51,4491;5,4569;5,59;6,23;9,03;51,4351;5,4800;3,00;3,61;6,53;51,4375;5,4517;5,38;5,83;8,86;51,4797;5,4751;2,70;3,24;6,05;51,5295;5,4719;5,65;6,25;9,26;51,4388;5,4819;6,14;6,85;9,64;51,4686;5,4724;5,31;5,94;8,94;51,4390;5,4650;4,29;4,98;7,84;51,4527;5,4851;6,22;6,89;9,72;51,4320;5,6272;7,78;8,46;11,83;51,5923;5,7812;6,08;6,66;10,05;51,5305;5,2846;6,50;7,29;11,27;51,3565;5,6358;3,93;4,33;7,44;51,5835;5,5480;3,99;4,62;7,46;5,53;6,21;9,44;51,4735;5,6531;5,35;5,86;8,36;51,4693;5,6349;3,68;4,19;6,74;51,4777;5,6568;3,93;4,54;7,11
2021-07-01 00:00:00;2021-07-01 02:00:00;51,4379;5,3581;12,33;15,49;23,07;;51,5108;5,3607;10,02;13,18;22,64;51,4915;5,4392;8,43;11,80;22,02;51,4025;5,3514;15,79;18,51;27,43;51,4568;5,4383;7,89;9,94;17,31;51,4465;5,4482;10,21;13,05;18,92;51,4422;5,4844;10,48;13,73;20,74;51,3706;5,1565;10,23;12,79;21,65;51,4454;5,4854;10,30;13,25;19,69;51,4415;5,4714;9,69;12,82;19,34;51,4815;5,5199;8,03;10,96;20,78;51,4681;5,3901;9,88;12,72;20,23;;51,3468;5,3887;11,83;14,23;22,60;51,4136;5,4707;10,60;13,36;19,64;51,5696;5,3113;14,50;17,18;26,01;51,4332;5,5198;9,64;12,66;23,41;51,4372;5,4233;9,04;11,94;21,77;51,4584;5,4050;12,05;15,33;23,14;51,4445;5,4787;10,82;13,94;21,47;51,4546;5,3887;10,45;13,92;20,56;;51,4491;5,4569;12,37;15,74;22,67;51,4353;5,4797;9,35;12,41;19,09;51,4374;5,4516;10,77;12,91;21,49;51,4797;5,4751;8,42;11,32;16,91;51,5295;5,4719;11,28;14,32;23,17;51,4388;5,4820;13,37;16,79;23,97;51,4686;5,4723;12,60;15,92;23,20;51,4390;5,4650;11,18;14,77;21,61;51,4528;5,4851;13,52;16,81;23,44;51,4320;5,6272;13,64;16,87;27,69;51,5923;5,7812;12,67;16,09;31,93;51,5305;5,2845;10,82;14,03;26,59;51,3565;5,6359;9,24;11,70;21,07;51,5835;5,5480;8,49;11,72;20,13;11,87;15,46;23,47;51,4736;5,6531;10,62;13,69;20,12;51,4693;5,6348;9,14;12,05;17,89;51,4781;5,6568;8,61;11,59;18,73
2021-07-02 00:00:00;2021-07-02 02:00:00;51,4379;5,3582;19,48;22,91;27,76;;51,5108;5,3607;15,56;18,19;23,74;51,4915;5,4392;13,54;16,38;22,71;51,4025;5,3514;21,80;24,68;30,11;51,4567;5,4382;12,63;14,74;19,47;51,4464;5,4479;18,05;21,07;26,21;51,4422;5,4844;18,17;20,74;25,62;51,3706;5,1565;17,09;19,41;24,70;51,4454;5,4854;17,31;20,23;24,79;51,4415;5,4714;17,42;20,26;24,99;51,4815;5,5199;12,15;14,51;19,35;51,4681;5,3901;14,81;17,06;21,56;;51,3468;5,3887;19,46;22,07;27,57;51,4136;5,4707;17,33;20,14;24,62;51,5697;5,3113;19,14;21,36;27,01;51,4332;5,5197;15,42;18,27;24,34;51,4372;5,4233;14,37;17,07;22,91;51,4584;5,4050;19,00;22,26;27,19;51,4445;5,4787;18,37;21,65;26,65;51,4546;5,3887;18,14;21,03;26,08;;51,4492;5,4569;21,36;24,61;29,83;51,4353;5,4796;17,85;20,47;25,19;51,4374;5,4515;15,98;18,66;24,10;51,4797;5,4751;15,30;17,44;21,61;51,5295;5,4719;17,65;20,19;25,70;51,4389;5,4823;21,97;25,55;30,73;51,4686;5,4722;21,22;24,64;29,68;51,4390;5,4650;19,93;22,90;28,07;51,4528;5,4851;21,90;25,06;30,25;51,4320;5,6272;20,04;23,39;29,74;51,5923;5,7812;20,55;24,02;33,49;51,5305;5,2846;17,01;20,01;26,25;51,3565;5,6360;13,85;15,80;21,83;51,5835;5,5480;16,04;19,62;24,35;19,04;22,55;28,24;51,4736;5,6531;17,24;20,81;25,45;51,4693;5,6349;16,02;19,16;23,70;51,4781;5,6568;15,44;18,92;23,29
2021-07-03 00:00:00;2021-07-03 02:00:00;51,4379;5,3582;18,81;21,64;26,12;;51,5108;5,3607;13,33;15,01;19,39;51,4915;5,4392;12,25;14,15;19,31;51,4024;5,3515;21,20;23,32;27,80;51,4567;5,4382;11,73;13,37;17,28;51,4464;5,4484;15,28;17,22;21,41;51,4422;5,4844;16,14;17,83;21,57;51,3706;5,1565;15,19;16,63;20,30;51,4454;5,4854;15,65;17,82;21,67;51,4415;5,4714;14,72;16,53;20,66;51,4815;5,5199;9,83;11,05;14,50;51,4681;5,3901;13,11;14,56;18,16;;51,3468;5,3887;15,82;17,44;21,55;51,4136;5,4707;15,96;18,19;22,30;51,5697;5,3113;18,55;20,12;24,96;51,4332;5,5198;11,97;13,63;17,78;51,4372;5,4233;13,14;15,24;19,59;51,4584;5,4050;17,87;20,49;24,74;51,4445;5,4787;15,87;18,16;22,49;51,4546;5,3887;16,17;18,05;21,80;;51,4492;5,4569;18,37;20,53;25,05;51,4354;5,4797;14,41;16,08;20,33;51,4374;5,4516;14,42;16,50;20,74;51,4797;5,4751;13,57;14,92;18,36;51,5295;5,4719;15,87;17,43;21,79;51,4389;5,4823;19,19;21,83;26,36;51,4686;5,4723;18,05;20,43;24,57;51,4389;5,4650;16,75;18,67;22,96;51,4528;5,4851;19,36;21,70;26,09;51,4320;5,6272;16,22;18,04;22,54;51,5923;5,7812;17,53;19,65;24,55;51,5304;5,2844;15,64;17,71;22,58;51,3565;5,6359;12,78;14,20;19,17;51,5835;5,5480;14,64;16,94;20,48;15,49;17,81;22,43;51,4736;5,6531;14,92;17,74;21,80;51,4693;5,6349;14,40;16,65;20,47;51,4776;5,6568;12,75;15,27;19,11
2021-07-04 00:00:00;2021-07-04 02:00:00;51,4379;5,3581;14,14;19,29;22,99;;51,5108;5,3607;12,19;14,94;18,63;51,4915;5,4392;11,35;14,44;18,21;51,4024;5,3515;17,32;22,62;27,47;51,4569;5,4384;11,02;14,39;18,13;51,4465;5,4484;14,13;17,85;21,09;51,4421;5,4844;14,90;18,55;21,59;51,3706;5,1565;13,81;17,09;20,76;51,4454;5,4854;12,98;17,25;20,51;51,4416;5,4713;13,56;17,24;20,43;51,4815;5,5199;10,14;12,83;16,16;51,4681;5,3901;12,46;15,96;19,39;;51,3468;5,3887;12,53;16,66;20,80;51,4136;5,4707;12,07;17,28;20,83;51,5697;5,3113;15,41;16,83;20,26;51,4332;5,5197;10,81;14,93;18,83;51,4372;5,4234;12,38;16,64;20,54;51,4584;5,4050;16,19;21,15;24,67;51,4445;5,4787;13,43;18,01;21,65;51,4546;5,3887;15,74;19,09;21,88;;51,4492;5,4569;16,69;20,60;23,43;51,4355;5,4800;14,75;18,21;21,49;51,4374;5,4516;11,33;15,47;19,80;51,4797;5,4751;14,68;16,52;18,45;51,5295;5,4719;14,86;17,04;20,46;51,4388;5,4817;17,64;23,21;27,05;51,4686;5,4723;16,66;20,89;24,20;51,4391;5,4650;16,73;20,48;23,54;51,4527;5,4851;16,89;21,42;24,88;51,4320;5,6272;13,56;17,70;21,66;51,5923;5,7812;14,70;17,12;21,82;51,5305;5,2846;13,22;15,94;20,03;51,3564;5,6360;10,45;12,80;16,21;51,5835;5,5480;11,92;14,81;17,77;13,69;16,26;19,42;51,4736;5,6531;12,37;15,52;18,60;51,4693;5,6347;11,80;14,58;17,15;51,4778;5,6569;11,31;14,43;17,51
2021-07-05 00:00:00;2021-07-05 02:00:00;51,4379;5,3582;3,22;4,27;8,82;;51,5108;5,3607;3,22;4,16;9,24;51,4915;5,4392;2,41;3,49;9,56;51,4024;5,3515;8,55;9,49;13,74;51,4568;5,4382;2,30;2,98;7,40;51,4465;5,4483;2,96;3,99;8,11;51,4421;5,4844;3,10;4,12;8,14;51,3706;5,1565;3,89;4,64;8,90;51,4454;5,4854;3,11;4,04;7,79;51,4416;5,4714;2,89;3,89;8,19;51,4815;5,5200;2,39;3,29;7,96;51,4681;5,3901;2,14;2,96;7,54;;51,3468;5,3887;4,67;5,47;10,03;51,4136;5,4707;2,91;3,80;8,00;51,5697;5,3113;9,33;10,17;14,90;51,4332;5,5197;3,01;3,93;9,04;51,4373;5,4234;3,40;4,39;9,51;51,4584;5,4050;3,93;4,99;9,47;51,4444;5,4787;3,24;4,28;8,58;51,4546;5,3887;2,86;3,99;7,97;;51,4492;5,4569;3,56;4,66;9,24;51,4355;5,4801;2,00;2,98;7,73;51,4374;5,4516;3,46;4,16;8,88;51,4797;5,4751;1,78;2,75;6,78;51,5295;5,4719;3,87;4,77;9,88;51,4388;5,4819;3,81;4,91;9,19;51,4686;5,4723;3,23;4,27;8,62;51,4391;5,4650;3,21;4,35;8,96;51,4527;5,4852;4,18;5,28;9,29;51,4320;5,6272;4,86;5,90;11,00;51,5923;5,7812;5,50;6,62;14,88;51,5304;5,2845;4,56;5,69;12,61;51,3563;5,6359;3,49;4,40;10,05;51,5835;5,5480;3,24;4,34;8,85;4,42;5,80;10,96;51,4736;5,6531;4,25;5,35;9,73;51,4693;5,6347;2,77;3,78;7,55;51,4778;5,6568;3,38;4,46;8,80
2021-07-06 00:00:00;2021-07-06 02:00:00;51,4379;5,3581;1,63;2,55;8,26;;51,5108;5,3607;2,51;3,54;10,27;51,4915;5,4392;1,49;2,44;9,84;51,4025;5,3514;6,79;7,60;12,14;51,4566;5,4382;1,55;2,23;7,67;51,4464;5,4485;1,71;2,61;7,50;51,4421;5,4844;2,23;3,16;8,05;51,3706;5,1565;3,16;3,97;9,10;51,4454;5,4854;1,85;2,68;7,05;51,4416;5,4714;1,77;2,69;8,08;51,4815;5,5200;1,62;2,40;7,75;51,4681;5,3901;1,16;2,00;8,73;;51,3468;5,3887;3,14;3,89;9,63;51,4136;5,4707;1,35;2,11;6,81;51,5696;5,3113;3,67;4,55;11,62;51,4332;5,5198;2,46;3,48;9,70;51,4373;5,4233;2,66;3,66;9,20;51,4584;5,4050;2,36;3,30;8,26;51,4444;5,4787;1,69;2,60;7,70;51,4546;5,3887;1,93;2,98;7,86;;51,4492;5,4569;2,08;3,07;8,45;51,4354;5,4800;1,05;1,94;7,53;51,4375;5,4517;1,81;2,44;8,04;51,4797;5,4751;0,92;1,80;6,40;51,5295;5,4719;2,97;3,89;9,38;51,4387;5,4817;2,59;3,55;8,63;51,4686;5,4723;1,73;2,68;7,99;51,4390;5,4650;2,14;3,25;8,58;51,4528;5,4852;2,22;3,17;8,05;51,4320;5,6272;3,38;4,21;9,59;51,5923;5,7812;3,65;4,58;12,44;51,5305;5,2846;3,58;4,65;13,42;51,3565;5,6359;2,56;3,38;10,74;51,5836;5,5480;1,91;3,07;7,95;2,33;3,49;11,53;51,4736;5,6531;2,43;3,44;8,34;51,4693;5,6347;1,59;2,46;7,11;51,4776;5,6568;3,69;5,05;9,58
2021-07-07 00:00:00;2021-07-07 02:00:00;51,4379;5,3582;3,88;5,45;16,27;;51,5108;5,3607;3,73;5,25;12,55;51,4915;5,4392;2,80;4,24;11,50;51,4025;5,3514;9,30;10,65;15,78;51,4567;5,4382;2,62;3,64;9,60;51,4464;5,4483;3,32;4,68;9,87;51,4421;5,4844;3,61;5,10;9,64;51,3707;5,1565;4,91;6,13;11,75;51,4454;5,4855;3,36;4,70;9,03;51,4414;5,4714;3,46;4,93;10,10;51,4815;5,5200;2,46;3,60;9,21;51,4681;5,3901;2,58;3,86;10,14;;51,3468;5,3887;4,40;5,42;11,64;51,4136;5,4707;2,80;4,02;9,02;51,5696;5,3113;3,66;4,87;11,54;51,4336;5,5191;3,58;4,95;11,85;51,4373;5,4234;3,80;5,18;11,09;51,4584;5,4050;4,67;6,30;12,08;51,4444;5,4787;3,26;4,66;9,90;51,4546;5,3887;3,33;4,94;9,85;;51,4492;5,4569;3,84;5,34;10,78;51,4352;5,4798;2,55;3,94;9,29;51,4375;5,4517;3,43;4,41;10,51;51,4797;5,4751;2,37;3,63;8,06;51,5295;5,4719;4,30;5,65;12,05;51,4384;5,4812;4,61;6,21;11,48;51,4686;5,4723;3,51;5,00;10,01;51,4390;5,4650;4,09;5,85;11,55;51,4528;5,4851;4,56;6,03;10,99;51,4320;5,6272;4,68;5,96;12,77;51,5923;5,7812;4,86;6,35;16,95;51,5304;5,2845;4,77;6,30;15,77;51,3565;5,6358;3,44;4,65;11,27;51,5836;5,5479;3,58;5,25;10,77;3,47;5,13;11,88;51,4735;5,6531;3,21;4,75;10,52;51,4692;5,6349;3,14;4,60;9,56;51,4776;5,6568;3,00;4,51;9,59
2021-07-08 00:00:00;2021-07-08 02:00:00;51,4379;5,3582;8,19;9,77;19,73;9709;51,5108;5,3607;5,35;6,44;11,45;51,4915;5,4392;4,65;5,94;12,16;51,4025;5,3514;14,10;15,29;20,40;51,4569;5,4383;4,13;5,01;9,80;51,4465;5,4484;5,84;7,17;11,57;51,4421;5,4844;6,28;7,64;12,06;51,3706;5,1565;7,87;8,96;13,98;51,4454;5,4855;6,77;8,06;12,27;51,4415;5,4714;5,91;7,31;11,86;51,4815;5,5199;4,59;5,68;10,77;51,4681;5,3901;4,72;5,86;11,18;12604;51,3468;5,3887;8,25;9,27;14,87;51,4136;5,4707;6,98;8,18;12,52;51,5696;5,3114;5,25;6,22;12,17;51,4339;5,5185;5,70;6,94;12,81;51,4372;5,4233;5,23;6,38;11,84;51,4584;5,4050;7,00;8,38;13,19;51,4444;5,4787;6,68;8,08;12,63;51,4546;5,3887;5,58;6,95;11,49;13293;51,4491;5,4569;7,19;8,53;13,07;51,4350;5,4796;4,72;6,10;10,88;51,4375;5,4517;6,95;7,87;12,78;51,4797;5,4751;4,21;5,45;9,72;51,5295;5,4719;6,86;8,07;13,71;51,4385;5,4815;7,59;9,08;13,89;51,4686;5,4723;7,09;8,48;12,95;51,4390;5,4650;6,35;8,07;13,45;51,4527;5,4851;8,60;10,06;14,69;51,4320;5,6272;10,43;11,95;18,34;51,5923;5,7812;10,31;11,71;18,39;51,5305;5,2846;6,09;7,10;13,53;51,3564;5,6360;6,91;8,09;14,77;51,5835;5,5480;6,78;8,17;12,69;9,09;11,02;17,39;51,4735;5,6531;8,26;9,99;14,59;51,4692;5,6349;7,78;9,33;13,69;51,4776;5,6568;7,27;8,98;13,76
2021-07-09 00:00:00;2021-07-09 02:00:00;51,4379;5,3582;16,19;18,29;25,22;11518;51,5107;5,3606;12,45;14,08;20,87;51,4915;5,4392;9,76;11,19;17,10;51,4024;5,3514;20,61;22,31;27,62;51,4568;5,4383;8,82;9,89;14,03;51,4465;5,4484;11,69;13,04;16,96;51,4421;5,4844;12,13;13,50;17,64;51,3706;5,1565;14,85;16,38;21,25;51,4454;5,4855;12,43;13,80;17,74;51,4414;5,4715;11,61;13,07;17,15;51,4815;5,5199;8,78;9,98;14,22;51,4681;5,3901;11,13;12,44;17,16;13589;51,3468;5,3887;13,68;14,87;19,61;51,4136;5,4707;12,55;13,90;17,77;51,5696;5,3114;10,08;11,18;16,07;;;9,78;11,00;15,85;51,4372;5,4233;10,66;12,04;16,58;51,4584;5,4050;15,14;16,89;21,38;51,4444;5,4787;12,68;14,18;18,19;51,4546;5,3888;13,11;14,72;18,79;15211;51,4491;5,4569;15,60;17,16;21,45;51,4351;5,4798;9,91;11,27;15,56;51,4375;5,4517;11,86;13,11;17,49;51,4797;5,4751;9,01;10,13;13,82;51,5295;5,4719;14,71;16,05;20,93;51,4386;5,4819;14,76;16,47;20,72;51,4686;5,4722;14,18;15,73;19,72;51,4390;5,4650;12,50;14,09;18,53;51,4528;5,4851;15,32;16,90;21,13;51,4320;5,6272;14,55;16,04;21,32;51,5923;5,7813;16,07;17,49;23,55;51,5305;5,2846;13,75;15,43;20,97;51,3564;5,6359;8,51;9,46;14,59;51,5835;5,5480;12,91;14,60;18,64;12,16;13,65;18,50;51,4735;5,6531;11,32;12,75;16,58;51,4693;5,6349;10,84;12,19;15,71;51,4778;5,6568;10,66;12,30;16,03
2021-07-10 00:00:00;2021-07-10 02:00:00;51,4379;5,3582;18,05;20,19;23,98;10094;51,5107;5,3607;13,82;15,51;19,99;51,4915;5,4392;11,97;13,72;18,18;51,4024;5,3515;22,71;25,02;30,00;51,4568;5,4383;10,62;11,95;15,84;51,4465;5,4483;15,43;17,41;21,38;51,4421;5,4844;15,02;16,89;21,04;51,3706;5,1565;17,46;19,23;23,30;51,4454;5,4855;14,23;16,31;20,06;51,4415;5,4714;14,74;16,75;20,67;51,4815;5,5199;10,44;12,00;15,91;;;;;;;51,3468;5,3887;15,93;17,63;21,86;51,4137;5,4708;14,24;16,35;20,18;51,5696;5,3113;12,92;14,32;18,66;;;11,38;13,11;17,25;51,4372;5,4234;12,68;14,59;19,08;51,4584;5,4050;17,78;20,13;24,23;51,4444;5,4787;15,02;17,40;21,43;51,4546;5,3888;16,58;18,38;22,46;14853;51,4492;5,4569;18,53;20,81;25,00;51,4351;5,4798;14,46;16,29;20,46;51,4375;5,4517;13,70;15,80;19,93;51,4797;5,4751;13,40;14,80;18,40;51,5295;5,4719;17,06;18,75;23,27;51,4387;5,4818;17,90;20,58;24,97;51,4687;5,4721;17,34;19,60;23,76;51,4390;5,4650;16,83;18,91;23,30;51,4528;5,4851;18,14;20,39;24,86;51,4320;5,6272;14,48;16,23;20,78;51,5923;5,7812;17,38;19,32;24,76;51,5304;5,2846;15,52;17,31;21,66;51,3564;5,6360;10,15;11,39;16,08;51,5835;5,5480;15,33;17,74;21,68;15,02;17,17;21,61;51,4735;5,6530;13,31;15,78;19,51;51,4692;5,6348;13,38;15,55;19,29;51,4778;5,6567;13,01;15,59;19,43
2021-07-11 00:00:00;2021-07-11 02:00:00;51,4379;5,3582;12,98;15,27;18,54;9635;51,5107;5,3607;10,92;12,55;18,06;51,4915;5,4392;9,41;10,98;15,02;51,4024;5,3515;17,04;18,89;22,87;51,4569;5,4384;8,21;9,41;12,52;51,4465;5,4482;10,40;11,81;14,83;51,4422;5,4844;11,37;12,74;15,70;51,3706;5,1565;10,71;11,59;14,46;51,4454;5,4855;10,65;12,26;15,11;51,4414;5,4714;10,79;12,22;15,15;51,4815;5,5199;8,73;10,30;13,69;;;;;;;51,3468;5,3887;11,61;12,73;16,07;51,4137;5,4708;10,59;12,33;15,35;51,5696;5,3114;10,44;11,50;14,86;;;9,22;10,80;14,40;51,4372;5,4234;9,76;11,34;14,79;51,4584;5,4050;12,71;14,78;18,15;51,4445;5,4787;11,06;12,94;16,25;51,4546;5,3888;11,45;12,87;16,17;13853;51,4492;5,4569;13,49;15,17;18,11;51,4351;5,4798;10,46;11,74;14,96;51,4375;5,4517;9,77;11,36;14,61;51,4797;5,4751;10,07;11,01;13,53;51,5295;5,4719;13,13;14,53;18,38;51,4382;5,4819;13,62;15,63;18,95;51,4687;5,4721;13,28;15,44;18,53;51,4390;5,4650;12,35;13,73;16,95;51,4528;5,4851;13,62;15,44;18,41;51,4320;5,6272;12,76;14,74;18,51;51,5923;5,7812;15,26;17,49;22,17;51,5303;5,2846;12,54;14,15;18,17;51,3565;5,6357;8,69;9,71;13,39;51,5835;5,5480;11,28;13,37;16,56;11,37;13,00;16,37;51,4735;5,6531;10,35;12,29;15,17;51,4692;5,6348;10,46;12,15;14,85;51,4776;5,6567;9,85;11,99;15,34
2021-07-12 00:00:00;2021-07-12 02:00:00;51,4379;5,3582;6,33;6,94;10,27;11698;51,5107;5,3606;6,15;6,73;10,42;51,4915;5,4392;4,89;5,45;9,33;51,4024;5,3515;11,99;12,57;15,98;51,4570;5,4384;4,13;4,55;7,78;51,4464;5,4483;5,41;5,99;9,12;51,4422;5,4844;5,44;5,96;8,93;51,3706;5,1565;7,20;7,67;10,76;51,4454;5,4855;5,95;6,51;9,44;51,4414;5,4714;5,36;5,90;9,08;51,4815;5,5199;3,32;3,67;6,82;;;;;;;51,3468;5,3887;7,55;8,01;11,39;51,4137;5,4708;5,46;5,96;9,12;51,5696;5,3114;6,28;6,72;10,31;;;4,54;5,06;8,35;51,4372;5,4234;5,36;5,96;9,67;51,4584;5,4050;7,26;8,03;11,30;51,4447;5,4787;6,06;6,68;9,74;51,4546;5,3888;5,68;6,23;9,30;14682;51,4492;5,4569;7,12;7,72;10,80;51,4351;5,4797;4,04;4,58;8,47;51,4375;5,4517;6,23;6,75;9,87;51,4797;5,4751;3,37;3,79;6,71;51,5295;5,4718;8,35;8,96;12,58;51,4381;5,4819;6,61;7,22;10,38;51,4687;5,4721;6,56;7,19;10,11;51,4390;5,4650;5,82;6,41;9,89;51,4528;5,4851;7,35;8,00;11,29;51,4320;5,6272;7,33;7,88;11,26;51,5923;5,7812;8,86;9,52;14,29;51,5305;5,2846;7,23;7,87;11,78;51,3565;5,6359;4,67;5,13;10,25;51,5835;5,5480;7,09;7,72;10,69;6,46;7,12;11,01;51,4735;5,6531;6,79;7,58;10,74;51,4692;5,6348;5,74;6,38;9,43;51,4774;5,6568;5,71;6,45;9,61
2021-07-13 00:00:00;2021-07-13 02:00:00;51,4379;5,3582;25,37;28,76;33,21;11938;51,5107;5,3605;18,70;20,87;25,75;51,4915;5,4392;16,29;18,19;22,66;51,4024;5,3515;28,16;31,56;36,99;51,4569;5,4384;15,30;17,23;21,35;51,4464;5,4483;20,32;22,23;25,80;51,4422;5,4844;20,53;22,17;25,59;51,3706;5,1565;24,78;28,07;32,94;51,4454;5,4855;19,63;21,61;24,82;51,4414;5,4713;19,73;21,56;25,69;51,4815;5,5199;16,21;18,22;22,28;;;;;;;51,3468;5,3887;23,75;26,20;31,07;51,4137;5,4708;19,99;22,36;25,91;51,5696;5,3114;18,40;20,46;25,76;;;15,83;17,50;21,51;51,4372;5,4234;16,46;18,37;22,73;51,4584;5,4050;24,32;27,20;31,59;51,4447;5,4787;20,16;22,36;26,13;51,4546;5,3888;24,07;26,32;30,19;18430;51,4492;5,4569;24,62;26,83;30,28;51,4350;5,4796;19,48;21,17;24,92;51,4375;5,4516;17,62;19,84;24,16;51,4797;5,4751;18,45;19,74;22,70;51,5295;5,4718;22,61;24,45;29,15;51,4383;5,4815;23,85;26,41;30,43;51,4687;5,4721;23,97;26,45;29,88;51,4390;5,4650;22,26;24,25;28,52;51,4527;5,4852;24,81;27,05;30,76;51,4320;5,6272;24,38;28,22;33,44;51,5923;5,7813;24,69;26,91;32,10;51,5305;5,2845;21,53;24,31;29,66;51,3565;5,6360;17,33;18,90;23,23;51,5835;5,5480;18,72;21,33;25,00;24,34;27,08;31,89;51,4735;5,6531;20,20;23,11;26,98;51,4692;5,6347;20,05;22,47;25,97;51,4779;5,6568;18,41;21,09;24,75
